sentence_id	token_idx	char	tag
SN0006-02 井录井报告.md__p1	33	0	I-well_name
SN0006-02 井录井报告.md__p1	34	0	I-well_name
SN0006-02 井录井报告.md__p1	35	0	I-well_name
SN0006-02 井录井报告.md__p1	36	6	I-well_name
SN0006-02 井录井报告.md__p1	37	-	I-well_name
SN0006-02 井录井报告.md__p1	38	0	I-well_name
SN0006-02 井录井报告.md__p1	39	2	I-well_name
SN0006-02 井录井报告.md__p2	27	长	B-block
SN0006-02 井录井报告.md__p2	28	庆	I-block
SN0006-02 井录井报告.md__p2	29	油	I-block
SN0006-02 井录井报告.md__p2	30	田	I-block
SN0006-02 井录井报告.md__p2	31	分	I-block
SN0006-02 井录井报告.md__p2	32	公	I-block
SN0006-02 井录井报告.md__p2	33	司	I-block
SN0006-02 井录井报告.md__p2	233	L	B-well_name
SN0006-02 井录井报告.md__p2	234	1	I-well_name
SN0006-02 井录井报告.md__p2	235	0	I-well_name
SN0006-02 井录井报告.md__p2	236	9	I-well_name
SN0006-02 井录井报告.md__p2	237	5	I-well_name
SN0006-02 井录井报告.md__p2	238	2	I-well_name
SN0006-02 井录井报告.md__p3	13	涿	B-block
SN0006-02 井录井报告.md__p3	14	州	I-block
SN0006-02 井录井报告.md__p4	294	苏	B-block
SN0006-02 井录井报告.md__p4	295	里	I-block
SN0006-02 井录井报告.md__p4	296	格	I-block
SN0006-02 井录井报告.md__p4	297	南	I-block
SN0006-02 井录井报告.md__p4	298	作	I-block
SN0006-02 井录井报告.md__p4	299	业	I-block
SN0006-02 井录井报告.md__p4	300	分	I-block
SN0006-02 井录井报告.md__p4	301	公	I-block
SN0006-02 井录井报告.md__p4	302	司	I-block
SN0006-02 井录井报告.md__p5	23	苏	B-block
SN0006-02 井录井报告.md__p5	24	里	I-block
SN0006-02 井录井报告.md__p5	25	格	I-block
SN0006-02 井录井报告.md__p5	26	南	I-block
SN0006-02 井录井报告.md__p5	27	作	I-block
SN0006-02 井录井报告.md__p5	28	业	I-block
SN0006-02 井录井报告.md__p5	29	分	I-block
SN0006-02 井录井报告.md__p5	30	公	I-block
SN0006-02 井录井报告.md__p5	31	司	I-block
SN0006-02 井录井报告.md__p5	210	地	B-strat_unit
SN0006-02 井录井报告.md__p5	211	层	I-strat_unit
SN0006-02 井录井报告.md__p6	183	S	B-well_name
SN0006-02 井录井报告.md__p6	184	N	I-well_name
SN0006-02 井录井报告.md__p6	185	0	I-well_name
SN0006-02 井录井报告.md__p6	186	0	I-well_name
SN0006-02 井录井报告.md__p6	187	0	I-well_name
SN0006-02 井录井报告.md__p6	188	6	I-well_name
SN0006-02 井录井报告.md__p6	189	-	I-well_name
SN0006-02 井录井报告.md__p6	190	0	I-well_name
SN0006-02 井录井报告.md__p6	191	2	I-well_name
SN0006-02 井录井报告.md__p8	582	马	B-strat_unit
SN0006-02 井录井报告.md__p8	583	家	I-strat_unit
SN0006-02 井录井报告.md__p8	584	沟	I-strat_unit
SN0006-02 井录井报告.md__p8	585	组	I-strat_unit
SN0006-02 井录井报告.md__p8	1837	马	B-strat_unit
SN0006-02 井录井报告.md__p8	1838	家	I-strat_unit
SN0006-02 井录井报告.md__p8	1839	沟	I-strat_unit
SN0006-02 井录井报告.md__p8	1840	组	I-strat_unit
SN0006-02 井录井报告.md__p11	16	直	B-strat_unit
SN0006-02 井录井报告.md__p11	17	罗	I-strat_unit
SN0006-02 井录井报告.md__p11	18	组	I-strat_unit
SN0006-02 井录井报告.md__p11	42	直	B-strat_unit
SN0006-02 井录井报告.md__p11	43	罗	I-strat_unit
SN0006-02 井录井报告.md__p11	44	组	I-strat_unit
SN0006-02 井录井报告.md__p11	407	延	B-strat_unit
SN0006-02 井录井报告.md__p11	408	安	I-strat_unit
SN0006-02 井录井报告.md__p11	409	组	I-strat_unit
SN0006-02 井录井报告.md__p11	433	延	B-strat_unit
SN0006-02 井录井报告.md__p11	434	安	I-strat_unit
SN0006-02 井录井报告.md__p11	435	组	I-strat_unit
SN0006-02 井录井报告.md__p11	666	煤	B-lithology
SN0006-02 井录井报告.md__p11	667	层	I-lithology
SN0006-02 井录井报告.md__p11	819	延	B-strat_unit
SN0006-02 井录井报告.md__p11	820	长	I-strat_unit
SN0006-02 井录井报告.md__p11	821	组	I-strat_unit
SN0006-02 井录井报告.md__p11	846	延	B-strat_unit
SN0006-02 井录井报告.md__p11	847	长	I-strat_unit
SN0006-02 井录井报告.md__p11	848	组	I-strat_unit
SN0006-02 井录井报告.md__p23	101	石	B-strat_unit
SN0006-02 井录井报告.md__p23	102	盒	I-strat_unit
SN0006-02 井录井报告.md__p23	103	子	I-strat_unit
SN0006-02 井录井报告.md__p23	104	组	I-strat_unit
SN0006-02 井录井报告.md__p23	106	山	B-strat_unit
SN0006-02 井录井报告.md__p23	107	西	I-strat_unit
SN0006-02 井录井报告.md__p23	108	组	I-strat_unit
SN0006-02 井录井报告.md__p23	200	山	B-strat_unit
SN0006-02 井录井报告.md__p23	201	西	I-strat_unit
SN0006-02 井录井报告.md__p23	202	组	I-strat_unit
SN0006-02i 井录井报告.md__p1	7	鄂	B-block
SN0006-02i 井录井报告.md__p1	8	尔	I-block
SN0006-02i 井录井报告.md__p1	9	多	I-block
SN0006-02i 井录井报告.md__p1	10	斯	I-block
SN0006-02i 井录井报告.md__p1	11	盆	I-block
SN0006-02i 井录井报告.md__p1	12	地	I-block
SN0006-02i 井录井报告.md__p1	13	伊	I-block
SN0006-02i 井录井报告.md__p1	14	陕	I-block
SN0006-02i 井录井报告.md__p1	15	斜	I-block
SN0006-02i 井录井报告.md__p1	16	坡	I-block
SN0006-02i 井录井报告.md__p6	597	奥	B-strat_unit
SN0006-02i 井录井报告.md__p6	598	陶	I-strat_unit
SN0006-02i 井录井报告.md__p6	599	系	I-strat_unit
SN0006-02i 井录井报告.md__p6	600	下	I-strat_unit
SN0006-02i 井录井报告.md__p6	601	统	I-strat_unit
SN0006-02i 井录井报告.md__p6	602	马	I-strat_unit
SN0006-02i 井录井报告.md__p6	603	家	I-strat_unit
SN0006-02i 井录井报告.md__p6	604	沟	I-strat_unit
SN0006-02i 井录井报告.md__p6	605	组	I-strat_unit
SN0006-02i 井录井报告.md__p19	91	石	B-strat_unit
SN0006-02i 井录井报告.md__p19	92	盒	I-strat_unit
SN0006-02i 井录井报告.md__p19	93	子	I-strat_unit
SN0006-02i 井录井报告.md__p19	94	组	I-strat_unit
SN0006-02i 井录井报告.md__p19	96	山	B-strat_unit
SN0006-02i 井录井报告.md__p19	97	西	I-strat_unit
SN0006-02i 井录井报告.md__p19	98	组	I-strat_unit
SN0006-02i 井录井报告.md__p19	190	石	B-strat_unit
SN0006-02i 井录井报告.md__p19	191	盒	I-strat_unit
SN0006-02i 井录井报告.md__p19	192	子	I-strat_unit
SN0006-02i 井录井报告.md__p19	193	组	I-strat_unit
SN0006-02i 井录井报告.md__p19	260	石	B-strat_unit
SN0006-02i 井录井报告.md__p19	261	盒	I-strat_unit
SN0006-02i 井录井报告.md__p19	262	子	I-strat_unit
SN0006-02i 井录井报告.md__p19	263	组	I-strat_unit
SN0006-03 井录井报告.md__p1	7	鄂	B-block
SN0006-03 井录井报告.md__p1	8	尔	I-block
SN0006-03 井录井报告.md__p1	9	多	I-block
SN0006-03 井录井报告.md__p1	10	斯	I-block
SN0006-03 井录井报告.md__p1	11	盆	I-block
SN0006-03 井录井报告.md__p1	12	地	I-block
SN0006-03 井录井报告.md__p1	13	伊	I-block
SN0006-03 井录井报告.md__p1	14	陕	I-block
SN0006-03 井录井报告.md__p1	15	斜	I-block
SN0006-03 井录井报告.md__p1	16	坡	I-block
SN0006-03 井录井报告.md__p1	31	S	B-well_name
SN0006-03 井录井报告.md__p1	32	N	I-well_name
SN0006-03 井录井报告.md__p1	33	0	I-well_name
SN0006-03 井录井报告.md__p1	34	0	I-well_name
SN0006-03 井录井报告.md__p1	35	0	I-well_name
SN0006-03 井录井报告.md__p1	36	6	I-well_name
SN0006-03 井录井报告.md__p1	37	-	I-well_name
SN0006-03 井录井报告.md__p1	38	0	I-well_name
SN0006-03 井录井报告.md__p1	39	3	I-well_name
SN0006-03 井录井报告.md__p2	27	长	B-block
SN0006-03 井录井报告.md__p2	28	庆	I-block
SN0006-03 井录井报告.md__p2	29	油	I-block
SN0006-03 井录井报告.md__p2	30	田	I-block
SN0006-03 井录井报告.md__p2	31	分	I-block
SN0006-03 井录井报告.md__p2	32	公	I-block
SN0006-03 井录井报告.md__p2	33	司	I-block
SN0006-03 井录井报告.md__p5	8	长	B-block
SN0006-03 井录井报告.md__p5	9	庆	I-block
SN0006-03 井录井报告.md__p5	10	油	I-block
SN0006-03 井录井报告.md__p5	11	田	I-block
SN0006-03 井录井报告.md__p5	12	苏	I-block
SN0006-03 井录井报告.md__p5	13	里	I-block
SN0006-03 井录井报告.md__p5	14	格	I-block
SN0006-03 井录井报告.md__p5	15	南	I-block
SN0006-03 井录井报告.md__p5	16	作	I-block
SN0006-03 井录井报告.md__p5	17	业	I-block
SN0006-03 井录井报告.md__p5	18	分	I-block
SN0006-03 井录井报告.md__p5	19	公	I-block
SN0006-03 井录井报告.md__p5	20	司	I-block
SN0006-03 井录井报告.md__p7	11	S	B-well_name
SN0006-03 井录井报告.md__p7	12	N	I-well_name
SN0006-03 井录井报告.md__p7	13	0	I-well_name
SN0006-03 井录井报告.md__p7	14	0	I-well_name
SN0006-03 井录井报告.md__p7	15	0	I-well_name
SN0006-03 井录井报告.md__p7	16	6	I-well_name
SN0006-03 井录井报告.md__p7	17	-	I-well_name
SN0006-03 井录井报告.md__p7	18	0	I-well_name
SN0006-03 井录井报告.md__p7	19	3	I-well_name
SN0006-03 井录井报告.md__p9	620	奥	B-strat_unit
SN0006-03 井录井报告.md__p9	621	陶	I-strat_unit
SN0006-03 井录井报告.md__p9	622	系	I-strat_unit
SN0006-03 井录井报告.md__p9	623	下	I-strat_unit
SN0006-03 井录井报告.md__p9	624	统	I-strat_unit
SN0006-03 井录井报告.md__p9	625	马	I-strat_unit
SN0006-03 井录井报告.md__p9	626	家	I-strat_unit
SN0006-03 井录井报告.md__p9	627	沟	I-strat_unit
SN0006-03 井录井报告.md__p9	628	组	I-strat_unit
SN0006-03 井录井报告.md__p24	93	石	B-strat_unit
SN0006-03 井录井报告.md__p24	94	盒	I-strat_unit
SN0006-03 井录井报告.md__p24	95	子	I-strat_unit
SN0006-03 井录井报告.md__p24	96	组	I-strat_unit
SN0006-03 井录井报告.md__p24	98	山	B-strat_unit
SN0006-03 井录井报告.md__p24	99	西	I-strat_unit
SN0006-03 井录井报告.md__p24	100	组	I-strat_unit
SN0006-03 井录井报告.md__p24	194	石	B-strat_unit
SN0006-03 井录井报告.md__p24	195	盒	I-strat_unit
SN0006-03 井录井报告.md__p24	196	子	I-strat_unit
SN0006-03 井录井报告.md__p24	197	组	I-strat_unit
SN0006-03 井录井报告.md__p24	226	石	B-strat_unit
SN0006-03 井录井报告.md__p24	227	盒	I-strat_unit
SN0006-03 井录井报告.md__p24	228	子	I-strat_unit
SN0006-03 井录井报告.md__p24	229	组	I-strat_unit
SN0006-03i 井录井报告.md__p1	7	鄂	B-block
SN0006-03i 井录井报告.md__p1	8	尔	I-block
SN0006-03i 井录井报告.md__p1	9	多	I-block
SN0006-03i 井录井报告.md__p1	10	斯	I-block
SN0006-03i 井录井报告.md__p1	11	盆	I-block
SN0006-03i 井录井报告.md__p1	12	地	I-block
SN0006-03i 井录井报告.md__p1	13	伊	I-block
SN0006-03i 井录井报告.md__p1	14	陕	I-block
SN0006-03i 井录井报告.md__p1	15	斜	I-block
SN0006-03i 井录井报告.md__p1	16	坡	I-block
SN0006-03i 井录井报告.md__p2	168	西	B-block
SN0006-03i 井录井报告.md__p2	169	部	I-block
SN0006-03i 井录井报告.md__p2	170	钻	I-block
SN0006-03i 井录井报告.md__p2	171	探	I-block
SN0006-03i 井录井报告.md__p2	172	吐	I-block
SN0006-03i 井录井报告.md__p2	173	哈	I-block
SN0006-03i 井录井报告.md__p2	174	录	I-block
SN0006-03i 井录井报告.md__p2	175	井	I-block
SN0006-03i 井录井报告.md__p2	176	程	I-block
SN0006-03i 井录井报告.md__p2	177	公	I-block
SN0006-03i 井录井报告.md__p2	178	司	I-block
SN0006-03i 井录井报告.md__p2	181	L	B-well_name
SN0006-03i 井录井报告.md__p2	182	1	I-well_name
SN0006-03i 井录井报告.md__p2	183	0	I-well_name
SN0006-03i 井录井报告.md__p2	184	9	I-well_name
SN0006-03i 井录井报告.md__p2	185	7	I-well_name
SN0006-03i 井录井报告.md__p2	186	9	I-well_name
SN0006-03i 井录井报告.md__p3	13	涿	B-block
SN0006-03i 井录井报告.md__p3	14	州	I-block
SN0006-03i 井录井报告.md__p6	214	录	B-block
SN0006-03i 井录井报告.md__p6	215	井	I-block
SN0006-03i 井录井报告.md__p6	216	报	I-block
SN0006-03i 井录井报告.md__p6	217	告	I-block
SN0006-03i 井录井报告.md__p6	218	附	I-block
SN0006-03i 井录井报告.md__p6	219	表	I-block
SN0006-05 井录井报告.md__p1	7	鄂	B-block
SN0006-05 井录井报告.md__p1	8	尔	I-block
SN0006-05 井录井报告.md__p1	9	多	I-block
SN0006-05 井录井报告.md__p1	10	斯	I-block
SN0006-05 井录井报告.md__p1	11	盆	I-block
SN0006-05 井录井报告.md__p1	12	地	I-block
SN0006-05 井录井报告.md__p1	13	伊	I-block
SN0006-05 井录井报告.md__p1	14	陕	I-block
SN0006-05 井录井报告.md__p1	15	斜	I-block
SN0006-05 井录井报告.md__p1	16	坡	I-block
SN0006-05 井录井报告.md__p1	31	S	B-well_name
SN0006-05 井录井报告.md__p1	32	N	I-well_name
SN0006-05 井录井报告.md__p1	33	0	I-well_name
SN0006-05 井录井报告.md__p1	34	0	I-well_name
SN0006-05 井录井报告.md__p1	35	0	I-well_name
SN0006-05 井录井报告.md__p1	36	6	I-well_name
SN0006-05 井录井报告.md__p1	37	-	I-well_name
SN0006-05 井录井报告.md__p1	38	0	I-well_name
SN0006-05 井录井报告.md__p1	39	5	I-well_name
SN0006-05 井录井报告.md__p3	13	涿	B-block
SN0006-05 井录井报告.md__p3	14	州	I-block
SN0006-05 井录井报告.md__p4	7	S	B-well_name
SN0006-05 井录井报告.md__p4	8	N	I-well_name
SN0006-05 井录井报告.md__p4	9	0	I-well_name
SN0006-05 井录井报告.md__p4	10	0	I-well_name
SN0006-05 井录井报告.md__p4	11	0	I-well_name
SN0006-05 井录井报告.md__p4	12	6	I-well_name
SN0006-05 井录井报告.md__p4	13	-	I-well_name
SN0006-05 井录井报告.md__p4	14	0	I-well_name
SN0006-05 井录井报告.md__p4	15	5	I-well_name
SN0006-05 井录井报告.md__p6	96	S	B-well_name
SN0006-05 井录井报告.md__p6	97	N	I-well_name
SN0006-05 井录井报告.md__p6	98	0	I-well_name
SN0006-05 井录井报告.md__p6	99	0	I-well_name
SN0006-05 井录井报告.md__p6	100	0	I-well_name
SN0006-05 井录井报告.md__p6	101	6	I-well_name
SN0006-05 井录井报告.md__p6	102	-	I-well_name
SN0006-05 井录井报告.md__p6	103	0	I-well_name
SN0006-05 井录井报告.md__p6	104	5	I-well_name
SN0006-05 井录井报告.md__p11	16	直	B-strat_unit
SN0006-05 井录井报告.md__p11	17	罗	I-strat_unit
SN0006-05 井录井报告.md__p11	18	组	I-strat_unit
SN0006-05 井录井报告.md__p11	42	直	B-strat_unit
SN0006-05 井录井报告.md__p11	43	罗	I-strat_unit
SN0006-05 井录井报告.md__p11	44	组	I-strat_unit
SN0006-05 井录井报告.md__p11	410	延	B-strat_unit
SN0006-05 井录井报告.md__p11	411	安	I-strat_unit
SN0006-05 井录井报告.md__p11	412	组	I-strat_unit
SN0006-05 井录井报告.md__p11	436	延	B-strat_unit
SN0006-05 井录井报告.md__p11	437	安	I-strat_unit
SN0006-05 井录井报告.md__p11	438	组	I-strat_unit
SN0006-05 井录井报告.md__p11	625	煤	B-lithology
SN0006-05 井录井报告.md__p11	626	层	I-lithology
SN0006-05 井录井报告.md__p11	778	延	B-strat_unit
SN0006-05 井录井报告.md__p11	779	长	I-strat_unit
SN0006-05 井录井报告.md__p11	780	组	I-strat_unit
SN0006-05 井录井报告.md__p11	805	延	B-strat_unit
SN0006-05 井录井报告.md__p11	806	长	I-strat_unit
SN0006-05 井录井报告.md__p11	807	组	I-strat_unit
SN0006-05 井录井报告.md__p23	108	伊	B-block
SN0006-05 井录井报告.md__p23	109	陕	I-block
SN0006-05 井录井报告.md__p23	110	斜	I-block
SN0006-05 井录井报告.md__p23	111	坡	I-block
SN0006-05 井录井报告.md__p23	137	伊	B-block
SN0006-05 井录井报告.md__p23	138	陕	I-block
SN0006-05 井录井报告.md__p23	139	斜	I-block
SN0006-05 井录井报告.md__p23	140	坡	I-block
SN0006-05 井录井报告.md__p23	494	山	B-strat_unit
SN0006-05 井录井报告.md__p23	495	西	I-strat_unit
SN0006-05 井录井报告.md__p23	496	组	I-strat_unit
SN0006-05 井录井报告.md__p24	101	石	B-strat_unit
SN0006-05 井录井报告.md__p24	102	盒	I-strat_unit
SN0006-05 井录井报告.md__p24	103	子	I-strat_unit
SN0006-05 井录井报告.md__p24	104	组	I-strat_unit
SN0006-05 井录井报告.md__p24	106	山	B-strat_unit
SN0006-05 井录井报告.md__p24	107	西	I-strat_unit
SN0006-05 井录井报告.md__p24	108	组	I-strat_unit
SN0006-05 井录井报告.md__p24	201	石	B-strat_unit
SN0006-05 井录井报告.md__p24	202	盒	I-strat_unit
SN0006-05 井录井报告.md__p24	203	子	I-strat_unit
SN0006-05 井录井报告.md__p24	204	组	I-strat_unit
SN0006-05 井录井报告.md__p24	229	石	B-strat_unit
SN0006-05 井录井报告.md__p24	230	盒	I-strat_unit
SN0006-05 井录井报告.md__p24	231	子	I-strat_unit
SN0006-05 井录井报告.md__p24	232	组	I-strat_unit
SN0006-05 井录井报告.md__p24	257	山	B-strat_unit
SN0006-05 井录井报告.md__p24	258	西	I-strat_unit
SN0006-05 井录井报告.md__p24	259	组	I-strat_unit
SN0006-05 井录井报告.md__p24	321	山	B-strat_unit
SN0006-05 井录井报告.md__p24	322	西	I-strat_unit
SN0006-05 井录井报告.md__p24	323	组	I-strat_unit
SN0006-05 井录井报告.md__p24	348	山	B-strat_unit
SN0006-05 井录井报告.md__p24	349	西	I-strat_unit
SN0006-05 井录井报告.md__p24	350	组	I-strat_unit
SN0006-06 井录井报告.md__p1	7	鄂	B-block
SN0006-06 井录井报告.md__p1	8	尔	I-block
SN0006-06 井录井报告.md__p1	9	多	I-block
SN0006-06 井录井报告.md__p1	10	斯	I-block
SN0006-06 井录井报告.md__p1	11	盆	I-block
SN0006-06 井录井报告.md__p1	12	地	I-block
SN0006-06 井录井报告.md__p1	13	伊	I-block
SN0006-06 井录井报告.md__p1	14	陕	I-block
SN0006-06 井录井报告.md__p1	15	斜	I-block
SN0006-06 井录井报告.md__p1	16	坡	I-block
SN0006-06 井录井报告.md__p1	31	S	B-well_name
SN0006-06 井录井报告.md__p1	32	N	I-well_name
SN0006-06 井录井报告.md__p1	33	0	I-well_name
SN0006-06 井录井报告.md__p1	34	0	I-well_name
SN0006-06 井录井报告.md__p1	35	0	I-well_name
SN0006-06 井录井报告.md__p1	36	6	I-well_name
SN0006-06 井录井报告.md__p1	37	-	I-well_name
SN0006-06 井录井报告.md__p1	38	0	I-well_name
SN0006-06 井录井报告.md__p1	39	6	I-well_name
SN0006-06 井录井报告.md__p4	7	S	B-well_name
SN0006-06 井录井报告.md__p4	8	N	I-well_name
SN0006-06 井录井报告.md__p4	9	0	I-well_name
SN0006-06 井录井报告.md__p4	10	0	I-well_name
SN0006-06 井录井报告.md__p4	11	0	I-well_name
SN0006-06 井录井报告.md__p4	12	6	I-well_name
SN0006-06 井录井报告.md__p4	13	-	I-well_name
SN0006-06 井录井报告.md__p4	14	0	I-well_name
SN0006-06 井录井报告.md__p4	15	6	I-well_name
SN0006-06 井录井报告.md__p5	8	长	B-block
SN0006-06 井录井报告.md__p5	9	庆	I-block
SN0006-06 井录井报告.md__p5	10	油	I-block
SN0006-06 井录井报告.md__p5	11	田	I-block
SN0006-06 井录井报告.md__p5	12	苏	I-block
SN0006-06 井录井报告.md__p5	13	里	I-block
SN0006-06 井录井报告.md__p5	14	格	I-block
SN0006-06 井录井报告.md__p5	15	南	I-block
SN0006-06 井录井报告.md__p5	16	作	I-block
SN0006-06 井录井报告.md__p5	17	业	I-block
SN0006-06 井录井报告.md__p5	18	分	I-block
SN0006-06 井录井报告.md__p5	19	公	I-block
SN0006-06 井录井报告.md__p5	20	司	I-block
SN0006-06 井录井报告.md__p7	11	S	B-well_name
SN0006-06 井录井报告.md__p7	12	N	I-well_name
SN0006-06 井录井报告.md__p7	13	0	I-well_name
SN0006-06 井录井报告.md__p7	14	0	I-well_name
SN0006-06 井录井报告.md__p7	15	0	I-well_name
SN0006-06 井录井报告.md__p7	16	6	I-well_name
SN0006-06 井录井报告.md__p7	17	-	I-well_name
SN0006-06 井录井报告.md__p7	18	0	I-well_name
SN0006-06 井录井报告.md__p7	19	6	I-well_name
SN0006-06 井录井报告.md__p9	651	奥	B-strat_unit
SN0006-06 井录井报告.md__p9	652	陶	I-strat_unit
SN0006-06 井录井报告.md__p9	653	系	I-strat_unit
SN0006-06 井录井报告.md__p9	654	下	I-strat_unit
