sentence_index	sentence_id	source_file	source_path	page_number	block_index	text_length	text
52	SN0006-02 井录井报告.md__p16	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	16	15	1108	接触关系：与下伏古生界石炭系上统本溪组地层呈整合接触关系。\n\n（14）古生界石炭系上统本溪组（C2b）：井段 $3 9 8 3 . 0 0 { \sim } 3 9 9 3 . 9 0 \mathrm { m }$ （垂深 $3 6 4 8 . 3 0 { \sim } 3 6 5 9 . 2 0 \mathrm { m } )$ ），视厚度 $1 0 . 9 0 \mathrm { m }$ (真厚度 $1 0 . 9 0 \mathrm { m } \rangle$ )，顶界海拔- $- 2 2 9 3 . 9 5 \mathrm { m }$ 。\n\n岩性特征：深灰色泥岩，煤。\n\n泥岩：质纯，性较硬，吸水性、可塑性较差。\n\n煤：碳化程度较高，密度较低，油脂光泽，具解理，性硬且脆，微污手，可燃。\n\n电性特征：双侧向曲线呈山峰状起伏；声波时差曲线呈尖峰状起伏；自然伽玛曲线呈楔状起伏明显；自然电位曲线呈槽状负异常；井径曲线较平滑，煤层处呈山峰状，扩径明显。\n\n分层依据：本溪组地层岩性、电性组合特征与邻井地层岩性、电性特征相吻合；本组地层岩性以煤为主，底部的深灰色泥岩与马家沟组顶部的灰白色泥质白云岩区别明显。\n\n接触关系：与下伏古生界奥陶系下统马家沟组地层呈不整合接触关系。\n\n（15）古生界奥陶系下统马家沟组（ $\mathrm { \Delta } _ { \mathrm { { O 1 m } } }$ ）：井段 3993.90\~4034.00m（垂深 3659.20\~3699.23m），视厚度 $4 0 . 1 0 \mathrm { m }$ (真厚度 $4 0 . 0 3 \mathrm { m } \rangle$ )，顶界海拔- $- 2 3 0 4 . 8 5 \mathrm { m }$ 。\n\n岩性特征：灰白色白云岩、泥质白云岩。\n\n泥质白云岩：成份中白云石约占 $5 5 \%$ ，方解石约占 $1 5 \%$ ，泥质约占 $30 \%$ ，岩性致密坚硬，贝壳状断口，泥晶结构，岩屑呈块状，遇 $5 \%$ 冷稀盐酸反应微弱，遇热稀盐酸反应剧烈。\n\n白云岩：成份中白云石约占 $7 5 \mathrm { - } 8 0 \%$ ，方解石约占 $10 \%$ ，泥质约占 $10 \mathrm { - } 1 5 \%$ ，岩性致密坚硬，贝壳状断口，泥晶结构，岩屑呈块状，遇 $5 \%$ 冷稀盐酸反应微弱，遇热稀盐酸反应剧烈。\n\n电性特征：双侧向曲线呈山峰状起伏，偶见尖峰状；声波时差曲线多成小锯齿状，局部山峰状；自然电位曲线呈深幅负异常；井径曲线较平直，少有起伏。
53	SN0006-02 井录井报告.md__p17	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	17	16	1951	# <br> 2．油、气、水显示 <br>\n\n本井现场录井共发现含气显示 7 层，总厚度 $2 0 . 0 0 \mathrm { m }$ 。石盒子组含气层 5 层，累计厚度$1 6 . 0 0 \mathrm { m }$ ；山西组气层 1 层，厚度 $2 . 0 0 \mathrm { m }$ ，含气层 1 层，厚度 $2 . 0 0 \mathrm { m }$ 。\n\n测井解释共 7 层，总厚度 $1 8 . 3 0 \mathrm { m }$ 。石盒子组差气层 3 层，累计厚度 $6 . 8 0 \mathrm { m }$ ，含气水层 2层，厚度 $7 . 7 0 \mathrm { m }$ ；山西组气层 1 层，厚度 $1 . 5 \mathrm { m }$ ，差气层 1 层，厚度 $2 . 3 0 \mathrm { m }$ 。\n\n录井解释共 7 层，总厚度 $1 8 . 3 0 \mathrm { m }$ 。石盒子组含气层 3 层，累计厚度 $6 . 8 0 \mathrm { m }$ ，含气水层 2层，厚度 $7 . 7 0 \mathrm { m }$ ；山西组气层 1 层，厚度 $1 . 5 \mathrm { m }$ ，含气层 1 层，厚度 $2 . 3 0 \mathrm { m }$ 。\n\n现将各主要气层段含气特征及解释结果分述如下：\n\n（1）石盒子组：井段 $3 7 3 9 . 4 0 { \sim } 3 7 4 1 . 9 0 \mathrm { m }$ （垂深 3404.90\~3407.40m），视厚度 $2 . 5 0 \mathrm { m }$ （真厚度$2 . 5 0 \mathrm { m }$ ），岩性为灰色含气细砂岩，钻时 $2 { - } 5 \mathrm { m i n } / \mathrm { m }$ ，气测全烃峰值 $0 . 4 2 9 7 \%$ ，平均值 $0 . 4 0 7 4 \%$ ，基值 $0 . 0 9 9 4 \%$ ，比值 4.30，钻井液密度 $1 . 1 5 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 54s，槽面无显示，现场定级含气层，气测解释含气层。\n\n电测解释：井段 $3 7 3 9 . 4 0 { \sim } 3 7 4 1 . 9 0 \mathrm { m }$ ，厚 $2 . 5 0 \mathrm { m }$ ，视深电阻率 $5 4 . 4 0 \Omega \cdot \mathrm { m }$ ，声波时差 $2 0 7 . 3 3 \mathrm { \mu s / m }$ ，孔隙度 $4 . 4 1 \%$ ，渗透率 $0 . 3 6 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $1 5 . 4 5 \%$ ，测井解释结果为差气层；\n\n录井解释为含气层。\n\n（2）石盒子组：井段 3771.00\~3774.70m（垂深 $3 4 3 6 . 5 0 { \sim } 3 4 4 0 . 2 0 )$ ），视厚度 $3 . 7 0 \mathrm { m }$ （真厚度 $3 . 7 0 \mathrm { m } )$ ），岩性为灰色含气细砂岩，钻时 $2 { \cdot } 4 \mathrm { m i n } / \mathrm { m }$ ，气测全烃峰值 $0 . 4 2 7 2 \%$ ，平均值 $0 . 3 6 4 9 \%$ ，基值$0 . 0 7 0 7 \%$ ，比值 6.00，钻井液密度 $1 . 1 5 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 54s，槽面无显示，现场定级含气层，气测解释含气层。\n\n电测解释：井段 $3 7 7 1 . 0 0 { \sim } 3 7 7 4 . 7 0 \mathrm { m }$ ，厚度 $3 . 7 0 \mathrm { m }$ ，视深电阻率 $2 0 . 3 2 \Omega \cdot \mathrm { m }$ ，声波时差$2 1 5 . 9 6 \mu \mathrm { s } / \mathrm { m }$ ，孔隙度 $5 . 8 6 \%$ ，渗透率 $0 . 2 9 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $2 . 9 8 \%$ ，测井解释结果为含气水层；\n\n录井解释为含气水层。
54	SN0006-02 井录井报告.md__p18	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	18	17	2166	（3）石盒子组：井段 $3 7 7 5 . 5 0 { \sim } 3 7 7 9 . 5 0 \mathrm { m }$ （垂深 $3 4 4 1 . 0 0 { \sim } 3 4 4 5 . 0 0 \mathrm { m }$ ），视厚度 $4 . 0 0 \mathrm { m }$ （真厚度$4 . 0 0 \mathrm { m }$ ），岩性为灰白色含气中砂岩，钻时 $2 \mathrm { m i n / m }$ ，气测全烃峰值 $0 . 7 7 3 7 \%$ ，平均值 $0 . 7 1 2 2 \%$ ，基值 $0 . 0 7 0 7 \%$ ，比值 10.90，钻井液密度 $1 . 1 5 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 54s，槽面无显示，现场定级含气层，气测解释含气层。\n\n电测解释：井段 $3 7 7 5 . 5 0 { \sim } 3 7 7 9 . 5 0 \mathrm { m }$ ，厚度 $4 . 0 0 \mathrm { m }$ ，视深电阻率 $1 5 . 2 5 \Omega \cdot \mathrm { m }$ ，声波时差$2 2 6 . 6 6 \mu \mathrm { s } / \mathrm { m }$ ，孔隙度 $7 . 6 6 \%$ ，渗透率 $0 . 3 6 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $7 . 7 2 \%$ ，测井解释结果为含气水层；\n\n录井解释为含气水层。\n\n（4）石盒子组：井段 $3 8 3 2 . 7 0 { \sim } 3 8 3 5 . 5 0 \mathrm { m }$ （垂深 $3 4 9 8 . 1 0 { \sim } 3 5 0 0 . 9 0 \mathrm { m }$ ），视厚度 $2 . 8 0 \mathrm { m }$ （真厚度$2 . 8 0 \mathrm { m }$ ），岩性为灰白色含气中砂岩，钻时 $1 { - } 2 \mathrm { m i n } / \mathrm { m }$ ，气测全烃峰值 $1 2 . 5 9 3 1 \%$ ，平均值 $1 2 . 4 6 7 2 \%$ ，基值 $0 . 1 4 7 7 \%$ ，比值 85.30，钻井液密度 $1 . 1 6 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 58s，槽面无显示，现场定级含气层，气测解释含气层。\n\n电测解释：井段 $3 8 3 2 . 7 0 { \sim } 3 8 3 5 . 5 0 \mathrm { m }$ ，厚度 $2 . 8 0 \mathrm { m }$ ，视深电阻率 $3 4 . 7 1 \Omega \cdot \mathrm { m }$ ，声波时差$2 3 7 . 8 1 \mu \mathrm { s } / \mathrm { m }$ ，孔隙度 $9 . 5 4 \%$ ，渗透率 $0 . 6 6 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $4 8 . 2 7 \%$ ，测井解释结果为差气层；\n\n录井解释为含气层。\n\n（5）石盒子组：井段 $3 8 5 0 . 1 0 { \sim } 3 8 5 1 . 6 0 \mathrm { m }$ （垂深 $3 5 1 5 . 5 0 { \sim } 3 5 1 7 . 0 0 \mathrm { m }$ ），视厚度 $1 . 5 0 \mathrm { m }$ （真厚度$1 . 6 0 \mathrm { m } ^ { \cdot }$ ），岩性为灰白色含气中砂岩，钻时 $2 { - } 3 \mathrm { m i n / m }$ ，气测全烃峰值 $1 0 . 0 7 3 0 \%$ ，平均值 $1 0 . 0 5 5 9 \%$ ，基值 $1 . 0 9 5 2 \%$ ，比值 9.20，钻井液密度 $1 . 1 6 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 58s，槽面无显示，现场定级含气层，气测解释含气层。\n\n电测解释：井段 $3 8 5 0 . 1 0 { \sim } 3 8 5 1 . 6 0 \mathrm { m }$ ，厚度 $1 . 5 0 \mathrm { m }$ ，视深电阻率 $1 5 5 . 4 2 \Omega \cdot \mathrm { m }$ ，声波时差$2 2 2 . 1 3  { \mu \mathrm { s } } /  { \mathrm { m } }$ ，孔隙度 $6 . 9 0 \%$ ，渗透率 $0 . 4 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $6 5 . 3 3 \%$ ，测井解释结果为差气层；\n\n录井解释为含气层。
55	SN0006-02 井录井报告.md__p19	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	19	18	2065	（6）山西组：井段 $3 8 7 8 . 6 0 { \sim } 3 8 8 0 . 1 0 \mathrm { m }$ （垂深 $3 5 4 4 . 0 0 { \sim } 3 5 4 5 . 5 0 \mathrm { m }$ ），视厚度 $1 . 5 0 \mathrm { m }$ （真厚度 $1 . 5 0 \mathrm { m } )$ ），岩性为灰色含气细砂岩，钻时 $2 { - } 3 \mathrm { m i n } / \mathrm { m }$ ，气测全烃峰值 $1 0 . 5 0 1 8 \%$ ，平均值 $1 0 . 3 1 5 3 \%$ ，基值$0 . 5 4 9 0 \%$ ，比值 19.10，钻井液密度 $1 . 1 6 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 58s，槽面无显示，现场定级气层，气测解释气层。\n\n电测解释：井段 $3 8 7 8 . 6 0 { \sim } 3 8 8 0 . 1 0 \mathrm { m }$ ，厚度 $1 . 5 0 \mathrm { m }$ ，视深电阻率 $1 2 2 . 6 3 \Omega \cdot \mathrm { m }$ ，声波时差$2 0 5 . 0 6 { \mu \mathrm { s } } / { \mathrm { m } }$ ，孔隙度 $4 . 0 3 \%$ ，渗透率 $0 . 2 6 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $3 1 . 6 7 \%$ ，测井解释结果为气层；\n\n录井解释为气层。\n\n（7）山西组：井段 $3 9 5 2 . 7 0 { \sim } 3 9 5 5 . 0 0 \mathrm { m } ^ { \mathrm { \Omega } }$ （垂深 $3 6 1 8 . 0 0 { \sim } 3 6 2 0 . 3 0 \mathrm { m }$ ），视厚度 $2 . 3 0 \mathrm { m }$ （真厚度 $2 . 3 0 \mathrm { m } \stackrel { \cdot } { , }$ ），岩性为灰色含气细砂岩，钻时 $4 { \cdot } 6 \mathrm { m i n } / \mathrm { m }$ ，气测全烃峰值 $9 . 5 1 4 4 \%$ ，平均值 $8 . 7 7 0 3 \%$ ，基值$1 . 2 7 3 3 \%$ ，比值 7.50，钻井液密度 $1 . 1 6 \mathrm { g } / \mathrm { c m } ^ { 3 }$ ，粘度 58s，槽面无显示，现场定级含气层，气测解释含气层。\n\n电测解释：井段 $3 9 5 2 . 7 0 { \sim } 3 9 5 5 . 0 0 \mathrm { m }$ ，厚度 $2 . 3 0 \mathrm { m }$ ，视深电阻率 $8 6 1 . 8 1 \Omega \cdot \mathrm { m }$ ，声波时差$2 1 5 . 6 5 \mu \mathrm { s } / \mathrm { m }$ ，孔隙度 $5 . 8 1 \%$ ，渗透率 $0 . 2 3 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，含气饱和度 $7 6 . 4 7 \%$ ，测井解释结果为差气层；\n\n录井解释为含气层。\n\n# <br> 3. 生储盖层 <br>\n\n（1）生气层\n\nSN0006-02井所在的苏里格地区上古生界石炭系本溪组—二叠系太原组、山西组煤系烃源岩发育，它们与曲流河道砂岩交替分布。主要干酪根类型为生气型的腐殖型干酪根。深色泥岩有机质含量丰富（可见植物残骸）。其中暗色泥岩厚度约（ $\cdot 1 0 . 0 0 { \sim } 2 0 . 0 0 ) \mathrm { m }$ ，有机碳 $1 . 5 { - } 5 . 0 \%$ ；煤层厚度约 $2 . 4 \mathrm { - } 2 . 5 0 \mathrm { m }$ ，有机碳 $7 0 . 0 \%$ ，Ro 为（ $1 . 6 { \sim } 1 . 8 ) \ \%$ ，属高成熟阶段，上古生界生烃强度为 $( 8 . 0 { \sim } 1 2 . 0 ) { \times } 1 0 ^ { 8 } \mathrm { m } ^ { 3 } / \mathrm { k m } ^ { 2 }$ ，烃源供给较充足。\n\n# <br> （2）储集层 <br>\n\n本井发育多套储层，主要有中生界古生界二叠系上统石千峰组、中统石盒子组、下统山西组砂岩储集层，奥陶系下统马家沟组白云岩储集层。现将各主要储层的储集性能评价如下：
56	SN0006-02 井录井报告.md__p20	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	20	19	1919	石千峰组：本组测井解释砂岩渗透层 23 层，砂岩累计厚度 $8 9 . 0 0 \mathrm { m }$ ，占本组地层厚度的$3 1 . 5 2 \%$ ，单层最大厚度 $1 0 . 7 0 \mathrm { m }$ ，单层最小厚度 $0 . 8 0 \mathrm { m }$ ，一般 $1 . 8 0 { \sim } 3 . 8 0 \mathrm { m }$ 。储层岩性为浅棕红色细砂岩，成份中长石约占 $60 \%$ ，石英约占 $10 \%$ ，暗色矿物约占 $20 \mathrm { - } 3 0 \%$ ，颗粒呈次圆状，分选较好，泥质胶结，致密。测井总孔隙度最大 $4 . 1 9 \%$ ，最小 $1 . 4 7 \%$ ；视渗透率最大 $0 . 1 6 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本组地层储层发育，但储层物性较差，属差储集层，不利于油气的储集。\n\n石盒子组：本组测井解释砂岩渗透层 24 层，砂岩累计厚度 $7 1 . 0 0 \mathrm { m }$ ，占本组地层厚度的$2 6 . 3 6 \%$ ，单层最大厚度 $1 0 . 2 0 \mathrm { m }$ ，单层最小厚度 $0 . 8 0 \mathrm { m }$ ，一般 $1 . 5 0 { \sim } 4 . 1 0 \mathrm { m }$ 。储层岩性为灰色细砂岩，灰白色中砂岩，成份中石英约占 $6 0 - 7 5 \%$ ，岩屑、长石及暗色矿物约占 $2 5 { - } 4 0 \%$ ，颗粒呈次圆状，分选中等，泥质胶结，致密-较致密。测井总孔隙度最大 $9 . 5 4 \%$ ，最小 $1 . 4 2 \%$ ；视渗透率最大 $0 . 6 6 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本组地层储层发育较好，储集层物性较好，属于较好储集层，是油气储集的有利场所。\n\n山西组：本组测井解释砂岩渗透层 8 层，砂岩累计厚度 $1 8 . 2 0 \mathrm { m }$ ，占本组地层厚度的 $1 5 . 5 0 \%$ ，单层最大厚度 $3 . 2 0 \mathrm { m }$ ，单层最小厚度 $1 . 0 0 \mathrm { m }$ ，一般 $1 . 5 0 { \sim } 2 . 9 0 \mathrm { m }$ 。储层岩性为灰色细砂岩，成份中石英约占 $60 \%$ ，岩屑及暗色矿物约占 $3 5 { - } 4 0 \%$ ，颗粒呈次圆状，分选中等，泥质胶结，致密-较致密。测井总孔隙度最大 $5 . 8 1 \%$ ，最小 $2 . 8 3 \%$ ；视渗透率最大 $0 . 3 7 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小$0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。\n\n本组地层储层发育较好，储集层物性较好，属于较好储集层，是油气储集的有利场所。\n\n马家沟组：本组测井解释砂岩渗透层 2 层，砂岩厚度 $4 . 8 0 \mathrm { m }$ ，占本组地层厚度的 $1 1 . 9 7 \%$ ，单层最大厚度 $3 . 8 0 \mathrm { m }$ ，单层最小厚度 $1 . 0 0 \mathrm { m }$ 。储层岩性为灰白色白云岩。成份中白云石约占$7 5 \mathrm { - } 8 0 \%$ ，方解石约占 $10 \%$ ，泥质约占 $10 \mathrm { - } 1 5 \%$ ，岩性致密坚硬，贝壳状断口，泥晶结构，岩屑呈块状，遇 $5 \%$ 冷稀盐酸反应微弱，遇热稀盐酸反应剧烈。测井总孔隙度最大 $2 . 8 7 \%$ ，最小 $0 . 2 0 \%$ ；视渗透率最大 $0 . 0 7 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ ，最小 $0 . 0 1 \times 1 0 ^ { - 3 } \mu \mathrm { m } ^ { 2 }$ 。
57	SN0006-02 井录井报告.md__p21	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	21	20	641	本组地层储层发育，但储层物性较差，属差储集层，不利于油气的储集。\n\n# <br> （3）盖层 <br>\n\n结合苏里格地区勘探开发资料分析，石盒子组上部—石千峰组泥岩厚度大，横向分布稳定，有很强的封盖能力，是古生界气层的区域盖层。\n\n山西组暗色泥岩，分布较广，与砂岩交互产出，具有一定的封盖能力，既是盆地上古生界主要气源岩又是分布其间的砂岩储层的直接盖层。\n\n# <br> （4）生储盖组合 <br>\n\n上古生界主要是砂体的横向尖灭形成地层岩性圈闭。经分析，本井主要有以下两种生储盖组合类型：\n\n石盒子组下部砂岩储集层与上部厚层泥岩盖层和下部山西组－本溪组煤系烃源岩生气层组成的下生、上储、顶盖式组合。\n\n山西组砂岩储集层与上部厚层泥岩盖层和山西组－本溪组煤系烃源岩生气层组成的自生、自储、顶盖式组合。\n\n# <br> 4. 构造 <br>\n\n鄂尔多斯盆地位于华北地块西部，是一个稳定沉降、坳陷迁移、扭动明显的多旋回克拉通盆地，经历了中、晚元古代坳拉谷阶段、早古生代浅海台地阶段、晚古生代滨海平原阶段、中生代内陆盆地阶段以及新生代盆地周边断陷阶段五大发展阶段，最终形成了现今古生代—中生代大型复合的含油气盆地。\n\n鄂尔多斯盆地现今构造格局始于中燕山运动，定型于喜山运动。在燕山—喜山期盆地构造抬升运动的背景下，现今构造面貌为一南北翘起、东翼缓而长、西翼短而陡的不对称向斜。依据现今构造特征，盆地内划分为六大二级构造单元即伊盟隆起、伊陕斜坡、天环坳陷、晋西挠褶带、西缘断褶带和渭北隆起。
58	SN0006-02 井录井报告.md__p22	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	22	21	413	伊陕斜坡为盆地内面积最大的一级构造单元，东西宽 $2 5 0 \mathrm { k m }$ ，南北长 $4 0 0 \mathrm { k m }$ ，现今构造面貌为一西倾大型平缓单斜，平均坡降约 $8 { \sim } 1 0 \mathrm { m / k m }$ 。\n\nSN0006-02 井设计靶点坐标距邻井 SN0004-07 井实际靶点 4.1 公里，方位 $9 0 ^ { \circ }$ 处。距邻井SN0007-02 井实际靶点 2.8 公里，方位 $2 7 2 ^ { \circ }$ 处。距邻井 SN0006-03i 井实际靶点 1.6 公里，方位 $3 4 7 ^ { \circ }$ 处。现将本井与邻井的海拔对比如下：\n\nSN0006-02 井与邻井海拔对比表  \n\n\n\n通过本井与邻井山西组顶部海拔对比可知：本井区构造与区域构造相符，表现为东高西低的西倾单斜的构造特征，有利于气藏的存储。
59	SN0006-02 井录井报告.md__p23	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	23	22	259	# <br> 第四章 <br> <br> 结论与建议 <br>\n\n# <br> 1. 结论 <br>\n\n（1）本井构造平缓，地层较稳定，实际钻遇地层与设计中地层相符。\n\n（2）本井气测异常显示主要分布在石盒子组、山西组，单层厚度适中，分布集中，形成气藏能力较好，有利于进一步开发。\n\n（3）本井区储层发育一般，物性一般，气源较差。\n\n# <br> 2. 建议 <br>\n\n建议对以下层段试气：\n\n1、山西组： $3 8 7 8 . 6 0 { \sim } 3 8 8 0 . 1 0 \mathrm { m }$ 。
60	SN0006-02 井录井报告.md__p24	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	24	23	10	附表 1.基本数据表
61	SN0006-02 井录井报告.md__p25	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	25	24	17	填表人：罗伟明  \n审核人：彭俊民
62	SN0006-02 井录井报告.md__p26	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	26	25	37	附表 1. 基本数据表（续）  \n\n\n\n填表人：罗伟明  \n审核人：彭俊民
63	SN0006-02 井录井报告.md__p28	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	28	27	39	附表 2. 录井资料统计表  \n\n\n\n中国石油天然气股份有限公司长庆油田分公司
64	SN0006-02 井录井报告.md__p29	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	29	28	17	填表人：罗伟明  \n审核人：彭俊民
65	SN0006-02 井录井报告.md__p30	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	30	29	13	附表 3. 油气显示统计表
66	SN0006-02 井录井报告.md__p31	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	31	30	73	岩电差：3700.00-3968.00，录井深- $. 0 . 5 0 \mathrm { m } ^ { = }$ 电测深。  \n填表人：罗伟明
67	SN0006-02 井录井报告.md__p32	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	32	31	16	附表 3. 油气显示统计表（续）
68	SN0006-02 井录井报告.md__p33	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	33	32	179	![](http://111.19.137.226:8050/minddoc/process_data/1a4317ec586d7eb7fdcae35fcb4df989/images/b045a16485156244cba0e9c1f7ff1222152e58dabaca9056c408797459d0c018.jpg)\n填表人：罗伟明  \n审核人：彭俊民
69	SN0006-02 井录井报告.md__p34	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	34	33	39	附表 4. 钻井液性能分段统计表  \n\n\n\n填表人：罗伟明  \n审核人：彭俊民
70	SN0006-02 井录井报告.md__p36	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	36	35	13	附表 5. 测井项目统计表
71	SN0006-02 井录井报告.md__p37	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	37	36	179	![](http://111.19.137.226:8050/minddoc/process_data/1a4317ec586d7eb7fdcae35fcb4df989/images/7657d55273a06b4c5656762804a0a83659e67c44599d747cd08269aff64dbd55.jpg)\n填表人：罗伟明  \n审核人：彭俊民
72	SN0006-02 井录井报告.md__p38	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	38	37	15	附表 6. 气测综合解释成果表
73	SN0006-02 井录井报告.md__p39	SN0006-02 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02 井录井报告.md	39	38	17	填表人：罗伟明  \n审核人：彭俊民
74	SN0006-02i 井录井报告.md__p1	SN0006-02i 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02i 井录井报告.md	1	0	52	# <br> 鄂尔多斯盆地伊陕斜坡 <br>\n\n# <br> SN0006-02i 井录井报告 <br>
75	SN0006-02i 井录井报告.md__p2	SN0006-02i 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02i 井录井报告.md	2	1	161	![](http://111.19.137.226:8050/minddoc/process_data/d9fcfd418cfd0a98ba605af77bcdb9a1/images/0180f2ac8ab0717cfeb6b449742350f924c30c62cea7424c27023f8eeee74524.jpg)
76	SN0006-02i 井录井报告.md__p3	SN0006-02i 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02i 井录井报告.md	3	2	285	# <br> SN0006-02i井录井资料评审意见书 <br>\n\n#\n\n\n\n\n\n$1 0 0 \%$ 、录井报\n\n3、录井综合图符合规范要求，项目齐全，图幅整洁。\n\n4、审核中所发现的差错之处均已整改合格。\n\n5、综合评定本井资料为优秀资料。\n\n![](http://111.19.137.226:8050/minddoc/process_data/d9fcfd418cfd0a98ba605af77bcdb9a1/images/0a1e5e10aa5cf1654aeb1c532675c8849f18535f380c95060bba2ffa11d209a6.jpg)
77	SN0006-02i 井录井报告.md__p4	SN0006-02i 井录井报告.md	/home/superuser/dev/NER/data/SN0006-02i 井录井报告.md	4	3	335	# <br> 目 录 <br>\n\n第一章 概况..  \n第二章 录井综述.1. 钻井简史.2. 录井概况.. 3. 工程与录井.4. 其它 ..  \n第三章 地质成果. 41. 地层 .. 42. 油、气、水显示. 1 03. 生储盖层. 114. 构造 .. . 13  \n第四章 结论与建议. 15  \n录井报告附表：\n\n附表1. 基本数据表. . 16  \n附表2. 录井资料统计表 . 18  \n附表3. 油气显示统计表. 19  \n附表 4. 钻井液性能分段统计表. 21  \n附表5. 测井项目统计表. . 22  \n附表 6. 气测综合解释成果表. . 23\n\n# <br> 录井报告附图： <br>\n\n1．SN0006-02i 井录井综合图(1:500)
